url,label
https://www.paypal.com/signin,0
https://bankofamerica.com/,0
https://www.apple.com/tr/,0
https://accounts.google.com/,0
https://www.amazon.com/cart,0
https://example.org/docs?id=12,0
http://paypal.verify-login.secure-update.tk/login,1
http://appleid.apple.verify-security.xyz/reset,1
http://login-amazon.secure-check.click/session?uid=1,1
http://facebook.com.secure-login.ru/auth,1
http://google.com-account-verify.ga/SignIn,1
http://microsoft.support-reset.gq/portal,1
https://tr.wikipedia.org/wiki/Kriptografi,0
https://stackoverflow.com/questions,0
https://www.bbc.co.uk/news,0
http://secure-update.com-paypal.work/confirm,1
http://support-appleid.com-reset.top/index.html,1
http://paypal.com.signin.secure-account.cn/login,1
