url,label
http://session.mail.portal.apple-support.ml/account?id=48636,1
http://portal.verify.microsoft-check.zip/microsoft/login?id=43015&ref=bae184226f,1
https://session.portal.secure.netflix-login.mov/netflix/pay,1
https://session.mail.session.paypal-signin.gq/paypal/secure/login/confirm?id=71862,1
https://app.apple.com,0
https://zoom.us/docs,0
https://binance.com,0
https://facebook.com,0
https://help.netflix.com,0
http://portal.secure.microsoft-verify.top/microsoft/signin/verify/reset,1
http://95.47.86.108/zoom/docs/portal?id=56317,1
https://tubitak.gov.tr/signin/login/cart?id=26210&ref=9b7cefb1c8,0
https://help.chase.com,0
http://secure.login.portal.apple-account.club/apple/pay/cart/cart,1
https://apple.com,0
https://binance.com,0
http://verify.mail.portal.binance-signin.work/binance/secure?id=76991,1
https://www.metu.edu.tr,0
https://login.secure.facebook-signin.click/facebook/session/session,1
http://login.google-secure.gq/google/portal/pay?id=98198,1
https://google.com/pay/cart/portal,0
http://auth.secure.portal.microsoft-check.top/microsoft/verify/login,1
http://verify.portal.portal.facebook-check.ml/facebook/confirm/signin/billing,1
http://secure.binance-account.cf/binance/session/signin/settings?id=12903&ref=c738329095,1
https://tubitak.gov.tr/reset,0
https://microsoft.com/verify/confirm/home?id=44974,0
https://api.netflix.com/cart/reset,0
https://id.chase.com,0
https://id.amazon.com,0
https://secure.facebook-account.ml/facebook/confirm/account?id=3638,1
https://help.apple.com/signin/settings/session?id=39734,0
https://bbc.co.uk/confirm?id=46959&ref=93f6a2af05,0
http://portal.amazon-update.top/amazon/settings?id=59559&ref=34fed3807a,1
http://id.verify.netflix-signin.ml/session/reset?id=84392,1
https://netflix.com,0
http://login.session.id.binance-login.ga/binance/login/verify/confirm,1
https://amazon.com,0
https://bbc.co.uk/settings?id=20418&ref=3f8e56a937,0
https://bankofamerica.com/secure/pay/signin?id=80363&ref=44260faf4d,0
http://verify.verify.login.zoom-account.rest/cart?id=86287,1
http://login.auth.login.github-support.work/github/home/session,1
https://id.secure.auth.paypal-update.tk/paypal/pay/home/cart?id=51382&ref=a49ac94b10,1
https://secure.facebook-check.click/facebook/verify/portal/verify?id=43462,1
https://microsoft.com/signin/reset,0
http://portal.netflix-check.cf/netflix/docs/cart?id=31807,1
https://bbc.co.uk/account/auth?id=90471,0
https://bbc.co.uk/account?id=78826,0
http://session.session.session.google-update.cf/google/account?id=84861,1
https://bbc.co.uk,0
http://auth.id.mail.binance-signin.cf/binance/login?id=24477&ref=9f2fc121e9,1
https://wikipedia.org/session/secure/secure?id=87856,0
https://id.login.amazon-update.tk/amazon/auth?id=88218&ref=990ce6de25,1
http://auth.github-signin.click/github/billing/settings/confirm?id=12443&ref=3470fbe19f,1
https://app.facebook.com/signin/docs,0
http://session.id.binance-support.ga/portal/account?id=65260,1
http://id.id.session.zoom-verify.tk/zoom/verify/verify?id=62732&ref=1a3b3cbfb0,1
http://session.instagram-signin.mov/instagram/settings/signin?id=77635&ref=bad310deb0,1
https://bankofamerica.com/pay/auth/billing,0
http://verify.secure.binance-check.ru/binance/home?id=90931,1
https://api.facebook.com/auth/signin/secure?id=75397,0
http://portal.google-update.cf/google/account/secure?id=97337&ref=ad6a112624,1
http://session.login.auth.whatsapp-check.club/whatsapp/portal/login?id=93827,1
https://session.session.id.amazon-check.cf/amazon/pay/home,1
https://binance.com/signin/pay/pay?id=79390&ref=a864b0343e,0
http://portal.netflix-secure.ga/netflix/confirm/reset,1
http://auth.login.id.github-verify.click/github/portal?id=36173&ref=9b2ee2dd79,1
https://app.python.org,0
https://metu.edu.tr/session/confirm?id=68783&ref=039813cd82,0
http://115.249.193.115/netflix/confirm/signin/pay,1
https://btk.gov.tr,0
https://binance.com,0
http://6.57.215.110/confirm/home,1
https://portal.portal.zoom-account.top/zoom/billing/login/session?id=87833&ref=8d22ab0d1d,1
http://verify.verify.instagram-check.click/instagram/settings/docs/account?id=44237&ref=9c040cceba,1
https://id.verify.netflix-verify.gq/netflix/pay/reset?id=50024,1
https://zoom.us,0
http://session.verify.secure.instagram-signin.gq/instagram/settings,1
https://tubitak.gov.tr,0
http://mail.mail.binance-signin.ml/binance/session?id=38971&ref=1aac49ee45,1
http://login.auth.binance-login.work/binance/docs/reset/portal,1
http://portal.verify.amazon-secure.cf/amazon/signin/confirm/secure?id=99621&ref=44b65226f1,1
http://auth.paypal-update.tk/paypal/verify?id=95086&ref=bdf3b06935,1
http://id.verify.facebook-update.zip/facebook/reset?id=98410,1
http://2.216.96.193/binance/billing/billing/login?id=49374&ref=47a793487c,1
https://portal.login.netflix-verify.club/netflix/docs/portal/confirm?id=57584&ref=195722c4b8,1
https://zoom.us,0
https://google.com,0
http://verify.binance-account.mov/binance/account?id=39853,1
https://help.microsoft.com/session/cart?id=54442&ref=a7ecf27f63,0
http://20.94.60.60/binance/confirm/secure,1
http://id.session.zoom-update.gq/zoom/secure/login/verify?id=48027&ref=ad1ce23e9b,1
http://mail.portal.amazon-account.work/amazon/confirm,1
https://netflix.com,0
https://wikipedia.org/home/portal/billing?id=74713&ref=75e9e001b1,0
https://app.amazon.com/account/pay/home?id=84419&ref=4a01fe217e,0
http://id.login.microsoft-update.ml/microsoft/auth?id=69836,1
http://verify.netflix-verify.ml/netflix/docs/auth/account?id=62836,1
https://apple.com,0
https://tubitak.gov.tr/confirm/session/signin?id=73454&ref=554782ca73,0
http://session.portal.id.github-update.rest/github/confirm/settings/reset?id=15670&ref=367a325d06,1
http://mail.secure.login.microsoft-check.rest/signin/confirm/settings?id=17121&ref=0eff4a6a66,1
https://www.btk.gov.tr,0
http://116.207.29.26/signin/signin?id=80460,1
https://chase.com/auth/reset?id=57677,0
https://app.wikipedia.org/cart/docs?id=38232&ref=651bbcd131,0
http://190.48.78.170/google/session/home/account,1
http://secure.id.whatsapp-check.ml/whatsapp/home/confirm,1
https://help.github.com,0
https://www.zoom.us,0
https://api.apple.com,0
https://btk.gov.tr/auth/docs?id=74306,0
http://id.mail.id.apple-update.xyz/apple/account/session?id=25569,1
https://verify.login.google-secure.mov/google/settings/secure/billing?id=43183,1
https://bbc.co.uk,0
http://id.session.portal.microsoft-secure.rest/auth/docs?id=82597&ref=b154bda3db,1
https://api.github.com/verify/docs,0
http://verify.id.id.binance-secure.gq/binance/verify/login/auth?id=86491&ref=9b7f6df605,1
https://apple.com/settings/account?id=73705&ref=bfe441fa7c,0
https://apple.com,0
http://login.mail.amazon-account.ga/amazon/docs?id=26856,1
https://binance.com/billing?id=18537&ref=e883d9955d,0
https://api.github.com,0
https://github.com/billing/account?id=59814&ref=25277adc5c,0
https://help.metu.edu.tr,0
https://login.verify.instagram-support.cf/instagram/home?id=58628,1
http://login.binance-login.zip/binance/confirm?id=24935,1
https://bankofamerica.com/auth/session,0
https://verify.verify.mail.amazon-check.zip/portal/billing/login?id=88292,1
http://session.id.verify.netflix-login.top/netflix/auth/docs/billing?id=71637&ref=0ef26a74cb,1
http://secure.session.whatsapp-secure.tk/whatsapp/cart/account/docs?id=84849,1
https://www.github.com,0
https://btk.gov.tr,0
https://id.facebook.com/cart,0
https://www.metu.edu.tr,0
http://secure.portal.apple-signin.cn/apple/account?id=15558,1
https://help.tubitak.gov.tr,0
https://help.tubitak.gov.tr,0
https://id.facebook.com,0
https://facebook.com/portal/secure?id=4817,0
https://api.zoom.us,0
http://auth.whatsapp-login.rest/whatsapp/signin,1
https://apple.com,0
https://metu.edu.tr,0
https://binance.com,0
https://metu.edu.tr,0
https://bbc.co.uk/home/login/signin?id=61933&ref=475af7ce51,0
http://id.id.whatsapp-login.ru/whatsapp/cart?id=15045,1
https://id.amazon.com,0
https://amazon.com/pay/session/portal,0
https://app.amazon.com,0
https://id.btk.gov.tr,0
http://secure.login.instagram-login.work/instagram/signin,1
https://www.bbc.co.uk,0
http://session.verify.paypal-support.cf/paypal/account,1
https://github.com,0
https://help.metu.edu.tr/portal?id=9679,0
https://python.org/account/session/portal?id=60044,0
https://netflix.com,0
https://chase.com,0
https://id.login.zoom-verify.ru/zoom/pay?id=66961&ref=fe302268c9,1
https://verify.portal.login.instagram-verify.tk/instagram/cart/billing/home,1
http://login.secure.netflix-login.club/verify/confirm/account?id=5550,1
http://login.verify.binance-check.ml/binance/verify/signin?id=77993,1
https://app.facebook.com,0
http://session.session.auth.netflix-secure.zip/netflix/docs/secure/billing?id=65742,1
http://secure.verify.netflix-secure.tk/netflix/cart/settings,1
https://chase.com,0
https://api.bbc.co.uk,0
http://mail.facebook-account.rest/facebook/pay/settings/confirm?id=90277,1
https://www.tubitak.gov.tr,0
https://id.whatsapp-update.ga/whatsapp/account/confirm/login?id=91209,1
https://app.github.com/cart,0
https://zoom.us,0
https://mail.netflix-login.club/netflix/home/reset?id=12609,1
https://btk.gov.tr/reset/secure?id=70825,0
https://amazon.com/login,0
https://netflix.com,0
https://id.python.org/pay/reset/billing?id=36048&ref=bfda79e9b9,0
https://www.metu.edu.tr,0
https://amazon.com,0
http://verify.microsoft-secure.ml/microsoft/verify,1
https://amazon.com/session/cart?id=33178&ref=5aa949d804,0
http://portal.instagram-verify.gq/instagram/portal/docs?id=57137&ref=24d899947f,1
https://amazon.com,0
http://secure.microsoft-support.mov/microsoft/cart/reset,1
http://session.id.verify.amazon-login.ml/amazon/pay/session?id=54936&ref=3d34cf3b37,1
http://auth.verify.microsoft-verify.ru/microsoft/portal/reset?id=19927&ref=2ca727cbec,1
https://id.openai.com/docs/pay/confirm,0
http://verify.binance-signin.ml/binance/verify/account,1
https://amazon.com/confirm?id=90757&ref=f0cc7878b7,0
https://app.apple.com/account,0
https://api.bbc.co.uk,0
https://btk.gov.tr,0
https://amazon.com,0
http://auth.whatsapp-account.rest/whatsapp/auth?id=28641&ref=333af51027,1
https://wikipedia.org/auth?id=61664&ref=64e1ec515d,0
https://tubitak.gov.tr,0
https://google.com,0
http://auth.mail.netflix-account.cn/netflix/account/pay?id=22830,1
http://mail.mail.whatsapp-update.ru/whatsapp/home/verify/auth?id=1691,1
http://id.portal.portal.facebook-account.ga/facebook/secure/pay/secure?id=75857,1
https://help.chase.com/auth?id=1011,0
http://auth.netflix-login.cn/netflix/portal/account?id=42711,1
http://mail.mail.session.whatsapp-check.tk/whatsapp/login/confirm/portal?id=3823&ref=c3e4717e12,1
https://github.com,0
https://apple.com,0
https://bbc.co.uk/home/login?id=75753,0
https://id.github.com,0
http://id.zoom-verify.mov/zoom/login/account/portal?id=54854,1
https://app.chase.com/confirm?id=97519,0
http://id.login.secure.zoom-account.click/zoom/docs/cart/login?id=82978,1
https://microsoft.com,0
http://mail.portal.amazon-secure.gq/amazon/home,1
https://bankofamerica.com,0
http://session.id.secure.paypal-signin.tk/paypal/reset,1
https://apple.com/billing/confirm?id=27517&ref=f3e4f3c651,0
https://bankofamerica.com,0
http://portal.github-account.ga/github/docs/account/secure,1
http://auth.mail.facebook-check.mov/confirm?id=30149,1
https://binance.com/home,0
http://verify.secure.auth.facebook-login.tk/signin/portal/docs,1
http://secure.mail.auth.instagram-update.club/instagram/cart/settings/secure,1
http://login.apple-secure.work/apple/settings/signin?id=43504&ref=9f39ca239b,1
http://mail.verify.binance-secure.mov/binance/login?id=46842&ref=049da6a55e,1
https://metu.edu.tr/settings?id=42581,0
https://www.python.org/docs/docs/login?id=80530&ref=e878bb1cfa,0
https://session.auth.mail.netflix-account.click/netflix/session,1
http://176.98.137.250/microsoft/docs/login?id=48462,1
http://session.secure.amazon-verify.top/amazon/reset?id=52935&ref=2c1fe9e70e,1
http://verify.login.auth.instagram-update.gq/instagram/signin,1
http://id.session.google-update.gq/google/signin,1
http://id.login.github-support.ml/github/verify?id=65765,1
http://27.123.160.89/zoom/auth?id=58623,1
https://microsoft.com/reset/confirm,0
https://btk.gov.tr,0
https://id.python.org,0
https://mail.secure.id.binance-check.gq/secure/signin,1
https://netflix.com/portal/login?id=85070,0
http://verify.login.secure.netflix-login.gq/netflix/auth?id=53988&ref=6969257e98,1
http://session.id.session.netflix-check.top/netflix/home/settings,1
https://www.btk.gov.tr,0
http://login.facebook-check.click/facebook/verify?id=58073&ref=0cd1799dd1,1
https://netflix.com/cart?id=93811&ref=d1baefd610,0
https://help.btk.gov.tr,0
http://verify.auth.session.facebook-signin.top/facebook/secure?id=7566,1
https://binance.com/docs/home/docs?id=90993,0
http://secure.microsoft-check.rest/microsoft/portal?id=23568&ref=70d892da52,1
http://auth.login.netflix-update.xyz/netflix/docs,1
http://login.apple-verify.tk/apple/signin/docs?id=54597,1
http://mail.verify.session.paypal-secure.tk/paypal/verify/secure?id=58813,1
http://auth.portal.microsoft-update.mov/microsoft/billing/signin,1
http://id.session.github-verify.xyz/account,1
https://id.facebook.com/confirm/pay/docs?id=87307,0
http://auth.mail.binance-check.top/binance/session/session?id=16937,1
http://id.portal.login.binance-update.top/binance/login?id=37100&ref=8f08feaa1c,1
https://bbc.co.uk/verify/pay,0
https://www.amazon.com/verify/account?id=71251,0
https://wikipedia.org/pay/docs,0
http://portal.portal.auth.zoom-verify.xyz/zoom/signin,1
http://mail.secure.google-support.ru/google/docs?id=56390&ref=e44d4a35df,1
https://metu.edu.tr,0
https://help.github.com,0
https://session.github-check.ml/github/reset/portal,1
http://session.login.mail.google-support.cn/google/reset/settings/verify?id=23877,1
https://binance.com/login/session,0
http://id.apple-secure.work/apple/portal/portal/verify?id=67590,1
http://session.apple-login.tk/apple/billing/cart?id=47801,1
https://bankofamerica.com/home?id=38785&ref=24b6b63d84,0
http://id.auth.google-signin.work/google/confirm/auth?id=21492,1
https://mail.paypal-verify.ml/paypal/pay/settings?id=13796,1
https://binance.com/docs,0
https://bankofamerica.com/auth?id=49844,0
http://login.paypal-verify.gq/paypal/settings/home?id=6417&ref=9ea3b76904,1
https://help.google.com,0
http://login.auth.id.facebook-account.tk/login/reset/pay?id=75830,1
http://147.11.228.194/netflix/session/docs/reset?id=80920,1
https://python.org/confirm/home?id=17478&ref=b6c82549c4,0
http://220.90.104.248/github/session,1
https://app.wikipedia.org,0
https://mail.portal.auth.github-secure.cn/github/account/confirm?id=83625&ref=49abbbd65c,1
http://verify.apple-verify.ga/apple/auth/settings?id=34100,1
https://netflix.com,0
https://www.amazon.com/billing?id=16694&ref=472f00871a,0
https://api.python.org,0
https://metu.edu.tr/login/billing?id=87561&ref=a2e2f9ff1e,0
https://netflix.com/confirm/session/session?id=97630&ref=3fa96117c2,0
https://google.com,0
http://id.secure.verify.netflix-account.click/netflix/settings,1
https://secure.id.secure.whatsapp-signin.ml/whatsapp/session/pay/portal,1
http://auth.login.netflix-update.gq/netflix/auth?id=16270&ref=298b8a82ec,1
https://wikipedia.org,0
http://id.mail.facebook-verify.cn/facebook/home/account/signin,1
http://verify.auth.amazon-secure.club/amazon/portal/cart?id=97652&ref=35a69c2b3f,1
http://portal.id.session.microsoft-signin.rest/microsoft/home/session,1
https://help.amazon.com,0
http://session.mail.session.microsoft-login.zip/microsoft/login/session,1
http://verify.netflix-account.click/netflix/session/billing?id=18672,1
http://login.instagram-login.ru/instagram/confirm/docs/portal,1
http://session.portal.instagram-secure.zip/instagram/confirm/docs/portal?id=20196,1
https://id.netflix.com/session/portal?id=59937,0
http://mail.id.id.microsoft-verify.ga/microsoft/cart/settings?id=27895,1
http://163.135.109.4/google/reset/secure,1
http://session.login.mail.amazon-signin.ga/amazon/pay/confirm?id=97500,1
http://session.mail.verify.binance-signin.ru/binance/auth/cart/pay?id=17146&ref=6328de6690,1
https://bbc.co.uk,0
http://portal.instagram-support.ga/instagram/pay/docs/verify?id=7015,1
https://api.binance.com/secure/signin/settings?id=47271,0
http://id.zoom-signin.click/zoom/home?id=62694,1
https://app.apple.com,0
https://zoom.us,0
http://246.172.64.131/github/account?id=60441,1
https://session.secure.mail.whatsapp-signin.club/whatsapp/session?id=2228,1
http://id.paypal-verify.xyz/paypal/billing/login,1
http://verify.verify.mail.netflix-check.tk/netflix/secure/pay?id=3544&ref=d23f244669,1
http://secure.login.id.whatsapp-signin.click/login/docs?id=36933&ref=cf6faab9d2,1
https://python.org,0
http://195.47.240.59/binance/docs/secure?id=70724,1
https://amazon.com/cart/verify?id=81406&ref=dd43381acd,0
http://id.login.mail.netflix-verify.ga/netflix/confirm,1
http://auth.github-secure.xyz/github/docs/pay?id=24846,1
https://amazon.com,0
https://105.31.251.238/instagram/cart?id=4940&ref=c71cdd917d,1
https://python.org,0
https://id.portal.session.apple-update.ml/docs?id=31163,1
http://auth.auth.session.whatsapp-verify.work/whatsapp/reset/auth,1
https://app.tubitak.gov.tr,0
https://api.bankofamerica.com,0
https://github.com/settings/verify/settings,0
https://microsoft.com,0
https://amazon.com/secure/auth/confirm?id=51418,0
https://www.chase.com,0
https://app.metu.edu.tr/docs/reset/home,0
https://netflix.com/auth/cart,0
https://help.github.com/signin?id=93862&ref=9e55545bdf,0
http://auth.mail.github-check.gq/github/home?id=60811,1
https://python.org,0
